FeedbackID,Date,ServiceType,ServiceProvider,CustomerName,CustomerContact,FeedbackText,Rating
9625,2023-03-20,Telecom,MTN,Jeremy Chen DDS,23490858183339,Become his camera build statement film.,5
4651,2022-05-16,Pay TV,Etisalat,Tina Harmon,23480735464693,Part power skill happen talk.,3
3198,2022-11-26,Telecom,Etisalat,Kelly Benton,2349021834854,Forget because hold hundred visit professional describe wrong.,3
7846,2021-11-20,Pay TV,Airtel,Melissa Ramirez,23480876606202,Crime quite significant head what including marriage.,3
360,2023-01-13,Pay TV,Airtel,Tracey Brewer,23481681214341,Today generation protect area wait sort despite.,5
8077,2022-01-18,Telecom,Etisalat,Jerry Mclaughlin,23481840490731,Present teach safe thousand day.,3
6708,2022-05-20,Pay TV,MTN,Austin Flores,23490629703750,Answer card include save successful.,1
9332,2023-03-30,Telecom,Etisalat,Christopher Hood,23470218234420,Provide tell sell various accept forget above president.,4
9214,2022-03-20,Pay TV,Glo,Dennis Luna,23481418048672,Mother lay answer past pay cut director.,2
4964,2022-08-01,Telecom,Etisalat,Adam Shepherd,23481318973344,Herself indicate before different.,1
2118,2022-03-18,Telecom,Etisalat,Christian Sanchez,23480261937139,To certain red.,3
30,2022-03-11,Pay TV,MTN,David Vargas,23470324958106,Most teacher course maybe.,1
2108,2022-06-04,Telecom,Glo,Tyler Woods,23480845452723,Treat material fund personal other including word.,3
24,2022-06-19,Telecom,MTN,Anna Thornton,23480793708402,Professional these list another image fish.,5
4099,2022-12-26,Telecom,Airtel,Benjamin Morrison,23470966242414,Talk enough physical too term sister.,5
6606,2022-08-22,Pay TV,MTN,Mark Thompson,2349036942199,Who assume major hot sometimes to agreement time.,3
3032,2022-10-05,Telecom,Etisalat,Allison Clark,23490917329366,Style instead only material.,2
6640,2021-10-25,Telecom,Glo,Jason Lopez,23490113945159,Figure model as mind.,3
5889,2021-11-10,Telecom,Glo,Zachary Webb,23480152049349,Board force choice investment.,4
5616,2022-11-21,Pay TV,MTN,Stacy Booker,23480644635409,Far begin direction.,3
2936,2022-03-08,Telecom,Glo,Carla Bartlett,2347053617919,Suddenly concern final cost.,1
6466,2023-01-28,Telecom,Glo,Richard Jackson,23470600397604,Fly skin bank.,3
8935,2021-11-13,Telecom,MTN,Chad Ramos,23490263229844,Start manage change over week event approach cost.,4
6827,2023-05-23,Telecom,Glo,Melissa Reese,23481949444155,Beautiful state political provide hot.,5
5759,2023-09-07,Telecom,MTN,Thomas Hill,23480926490635,Shoulder concern address check full interesting me pressure.,3
4846,2022-12-16,Pay TV,Airtel,Sherri Smith,23481772514125,Thought others forget guy physical career.,3
6119,2023-09-04,Telecom,MTN,Robert Chavez,23481464909568,Listen the once deal up person in.,2
1454,2022-10-06,Pay TV,Etisalat,James Mullins,23481758887304,Can language design.,3
8638,2023-08-21,Telecom,Airtel,Melissa Ali,23481479351030,Eat plan many lead different method.,4
9056,2023-07-11,Pay TV,Glo,David Hayes,23490662819551,Choice effect home anything.,4
6714,2022-08-25,Pay TV,Glo,James Rodriguez,23480977537511,Administration money east race station.,2
2657,2022-05-31,Telecom,Airtel,Thomas Russell MD,23480478447568,Treatment space hotel piece.,2
1019,2022-02-07,Telecom,MTN,Crystal Garcia,23481193552750,Kitchen eat occur fish.,5
9573,2023-05-03,Pay TV,Glo,Ricardo Moses,23481882124270,Would TV deal blood.,2
263,2022-07-03,Telecom,Glo,Arthur Fuller,23480542968787,Arm sound across station from happy bank.,3
3452,2021-12-11,Telecom,Etisalat,Steven Rodriguez,23481360291057,Budget day poor weight about eye religious.,4
4458,2022-06-02,Telecom,MTN,Kathryn Carter,23480245631424,Get wrong leg.,5
2948,2023-04-27,Telecom,Airtel,Jamie Silva,23490606245677,Number seem cover hold cause.,5
6261,2022-07-17,Pay TV,Glo,Michael Duffy,2347043805148,Money current forward individual friend return job talk.,2
829,2023-04-28,Pay TV,Airtel,Robert Berg,23470179082250,Memory near from enough hospital care.,5
1193,2022-03-30,Telecom,Airtel,Jesse Murphy,2348123259742,Interview floor past if you.,2
6652,2022-03-28,Telecom,MTN,Colleen White,23481647730692,Old remain window accept how truth keep.,3
4260,2023-03-02,Telecom,Airtel,Carlos Aguilar,2349071762933,Against poor several law difference single suggest.,5
5509,2022-02-12,Telecom,MTN,Christian Bernard,23470912688455,Information scene country indicate.,4
4767,2023-01-06,Pay TV,Etisalat,Lisa Atkinson,23470373969923,Although pick them paper.,5
5216,2023-03-11,Telecom,Glo,Jessica Hardin,23480822082339,Free city away along end popular.,3
4240,2022-01-21,Pay TV,Etisalat,Brian Roberts,23490247618551,Type fire focus some similar perform.,5
9881,2022-09-08,Pay TV,Glo,Jay Garcia,23490284575838,Leave small hot them play.,4
5335,2021-10-31,Pay TV,Airtel,Charles Wood,23490359195355,Stop send nation campaign.,4
717,2022-08-08,Pay TV,MTN,Jennifer Salinas,23490406319357,Garden sense true Congress skill.,1
950,2023-05-14,Pay TV,Airtel,Stephanie Hunt,23470116587897,Blood word large.,5
6769,2023-02-23,Pay TV,Airtel,Jason Baxter,2348037027860,Close then edge perhaps it movie administration sort.,3
5785,2022-06-23,Pay TV,MTN,David Strong,23481129307234,Spring little know instead forget member.,1
5512,2021-09-30,Pay TV,Airtel,Kathryn Proctor,23480562646726,Imagine voice ask many general onto.,2
4304,2022-08-31,Pay TV,Airtel,Kristi Thomas,23490392801142,Today week forget.,5
3568,2022-11-13,Telecom,Etisalat,Heather Miller,23481476661489,Throughout account need team so coach picture important.,3
3645,2021-09-29,Telecom,Glo,Mark Holmes DDS,23490819828621,Oil common wife soldier information piece participant.,1
3748,2022-09-03,Pay TV,Etisalat,Donald Franklin,2348194296146,Will over expect front according kid issue.,2
4287,2022-04-12,Telecom,MTN,Dylan Dickerson,23490349466786,Administration agreement stop address somebody.,2
7235,2021-10-30,Pay TV,Glo,David Brown,23490748936079,Discussion tend ten employee.,2
1164,2022-11-12,Telecom,MTN,Amanda Ewing,23481300251856,Show life all act office two well.,2
8074,2022-02-01,Telecom,Etisalat,Douglas Nelson,23490467254701,Expect this chair arrive various establish individual catch.,2
5810,2023-02-17,Telecom,Airtel,Michelle Morgan,23480991248234,Something free religious.,1
2632,2023-09-19,Telecom,Glo,Cristian Johnson,23481115829929,Skin on college computer such.,1
3752,2023-07-02,Telecom,Etisalat,Michelle Nguyen,23470364256654,Opportunity tough institution analysis deal kind month thing.,4
4118,2022-10-30,Telecom,Etisalat,Janet Garza,2347018745253,Actually company forget public fish.,1
8064,2023-04-13,Telecom,Glo,Wayne Lee,23470515610377,Law small science maintain general child.,1
8370,2022-07-18,Telecom,MTN,James Jenkins,23481841420844,President current someone town take those fear.,5
8082,2021-11-05,Telecom,Etisalat,Angela Garcia,23490755654290,Indicate color commercial science likely second.,3
77,2022-08-13,Pay TV,Glo,Jason Hall,23480231473245,School likely data discuss assume service.,5
4610,2023-02-12,Telecom,Glo,Tanya Bowen,23480941177160,Partner deep low present himself mother.,2
9329,2021-12-14,Telecom,Airtel,Theresa Nichols,23490114583623,Deep third media dinner range answer process.,4
3190,2022-10-30,Telecom,Etisalat,Andrew Hebert,23481116490784,Nearly which when music.,1
54,2023-03-23,Pay TV,Glo,Crystal Mcneil,2348094337225,Effort organization list interview water wide shoulder.,3
5668,2021-11-26,Pay TV,Etisalat,Ricardo Saunders,23470623921841,Believe suggest us sometimes indicate base threat.,2
2344,2023-06-21,Telecom,MTN,Steven Kane,23480286831280,Choose mind environment despite design as week begin.,2
3733,2022-10-16,Pay TV,MTN,Mary Hughes,23481482502791,Morning ready throughout good easy however address.,1
523,2022-08-19,Pay TV,Airtel,Erik Nelson,23490143864103,Clear current floor another boy.,2
5467,2022-05-15,Telecom,Etisalat,Terry Lopez,23480353136754,In have special window read trouble age.,3
4965,2021-11-23,Telecom,Airtel,Kyle Sanchez,23490737820266,Condition garden inside represent claim call.,3
9416,2022-01-14,Telecom,Glo,Jeffrey Morse,23481213962047,Soon key song effect.,2
7678,2021-11-19,Pay TV,MTN,Dr. Joseph Hanson,23481846353862,Source if fill be food media.,5
9949,2023-02-02,Telecom,Airtel,Jonathan Watson,23490297937563,Child hot word interest hope glass ahead number.,1
6066,2023-09-15,Pay TV,Airtel,Jesse Morgan,23480659294862,Site material style evening agreement.,3
7080,2022-05-24,Pay TV,Glo,Laura Lynch,23480905365443,Significant expect word information mean first food.,3
1260,2022-06-25,Telecom,MTN,Samantha Dominguez,23481759835322,Month attention hear somebody so view movie.,3
3285,2022-05-13,Telecom,Glo,Angela Jenkins,23470258713599,Exactly day tell some.,3
5854,2022-02-14,Telecom,MTN,Patricia Brooks,23481462098310,Movie after hope soon power start return.,3
28,2022-07-20,Telecom,Airtel,Dr. Jacob Lee,23480364114571,Bank condition let walk keep interview wall election.,1
3441,2023-06-21,Telecom,Etisalat,Michael Fry MD,23480102174416,Evidence idea fact professor story station poor.,2
569,2021-09-27,Pay TV,Glo,Daniel White,23480132703755,Analysis writer even.,3
4289,2022-11-12,Telecom,Glo,Nancy Grant,23470397174640,Stage much administration national.,1
1569,2023-09-21,Telecom,Etisalat,Kayla Fitzgerald,23481886116364,Hundred that pay church.,2
5812,2023-06-06,Telecom,MTN,Elizabeth Hernandez,23481963196854,Carry here single I son heart nature.,1
1472,2023-06-22,Telecom,Etisalat,Laura Nelson,23481295574793,Open increase name development tough.,2
1485,2023-06-28,Telecom,MTN,Tara Hall,23470779906842,Near successful head toward community strategy.,5
2880,2022-07-29,Telecom,Airtel,Jerry Conrad,23481550148638,Measure describe church modern sort.,2
4076,2022-11-17,Telecom,Glo,Jacob Morrison,23490754405969,Usually small staff country people late.,1
1090,2021-10-11,Telecom,Glo,Samantha Gonzales,23480255829649,Might something always hair professor.,3
3852,2022-03-08,Telecom,Glo,Joe Campbell,23470967012286,Any seven themselves key.,1
2608,2023-09-15,Telecom,MTN,Cory Orr,23480812598342,Lot within black hair.,3
833,2021-12-21,Telecom,Etisalat,Karl Rowland DDS,23490714135956,Free quality even indeed true fish almost look.,1
4693,2021-11-02,Telecom,MTN,Kristy Alvarado,23480492367086,Operation despite finish culture somebody condition.,3
2498,2022-08-02,Telecom,MTN,Angela Nixon,23490362136101,Land own never good political ok.,2
9363,2022-01-31,Telecom,MTN,Shirley Jones,23480910594190,Benefit value cup ten area true.,3
2050,2023-08-15,Pay TV,MTN,Luis Kelley,23480993272054,Show church treatment see.,1
78,2022-02-13,Pay TV,Airtel,Mr. Chad Harper,23481771386178,Treat window wall paper stuff fall threat.,2
5917,2023-07-28,Pay TV,Glo,Christopher Harrell,23480496528513,Within itself pick wish bar myself instead market.,2
2011,2022-02-13,Pay TV,Etisalat,Phillip Wilson,23490124106431,Reason third painting modern old where cause.,4
3593,2023-05-13,Telecom,MTN,Alan Buchanan,23481703187690,Wish leader pull animal.,5
5670,2023-08-21,Pay TV,Airtel,Ashley Bradford,23480328032376,Investment exactly citizen strong rate few show.,5
7439,2022-12-29,Telecom,Etisalat,Kathleen Sparks,23490481283134,Development themselves I sit.,4
1935,2023-03-05,Pay TV,Airtel,Ryan Robbins,23481923284598,Name measure finally.,5
144,2022-06-04,Telecom,MTN,Karen Williams,23481767621922,Court Democrat station population cultural wish rule.,3
8335,2023-08-05,Pay TV,Airtel,Melissa Smith,23490818696949,Maintain budget find reach concern.,3
8182,2021-12-11,Telecom,Airtel,Janet English,23481404689975,Four bed civil tax.,3
1801,2022-08-08,Telecom,MTN,Sara Moore,23490682827756,In recent body firm information agent together parent.,1
3220,2022-03-25,Telecom,Glo,Kathryn Ward,23470179213571,Moment yet alone like win quality.,5
1594,2022-02-28,Pay TV,MTN,Jamie Johnson,23490744285389,Class if race condition green guy decide happy.,3
2901,2023-02-11,Pay TV,MTN,Kristy Hernandez DDS,23480623453796,Decide thought operation strategy early station.,1
7137,2022-11-04,Telecom,Glo,Amanda Hancock,2348063294117,Leader study action respond believe few pay song.,5
1765,2023-07-31,Pay TV,MTN,Danielle Martinez,23490399488367,Agreement sport wind manage behavior attack politics.,4
1150,2021-12-30,Pay TV,Airtel,Michelle Erickson,2348148165959,Month sing should enough.,5
2466,2022-09-17,Telecom,MTN,Edward Cochran,23490428789474,Successful catch community.,1
516,2021-11-24,Telecom,Etisalat,Kelli Gomez,23470333576560,Ok find usually baby.,4
8517,2021-12-01,Pay TV,Airtel,Lauren Bell,23490844146503,In physical work commercial civil successful.,3
2846,2023-03-07,Telecom,Etisalat,Andrew Beard,23480789497837,Debate event what traditional.,2
5495,2023-02-27,Telecom,Glo,Christina Sweeney,23481832631627,Southern cover long safe medical senior.,5
9394,2022-07-19,Pay TV,Glo,Mr. Nicholas Page MD,23480761186368,Morning with administration under couple.,3
4136,2023-08-15,Telecom,MTN,William Walker,23480574640840,Film quality system fish process all rise.,3
3127,2023-03-04,Pay TV,Etisalat,Allen Mcknight,23490792719596,Opportunity son list by foreign.,2
764,2022-08-02,Telecom,Airtel,Rachel Smith,2348072778602,Foreign last hair.,2
8767,2022-06-08,Pay TV,Etisalat,Gregory Osborne,23481212301154,Wish arrive forward onto consider.,2
4362,2023-06-08,Pay TV,Etisalat,Timothy Shaffer,23480974249839,Someone interview ask summer room first.,1
5275,2022-06-03,Telecom,Etisalat,Candice Gordon,23490723813713,Else matter attention get.,1
8706,2023-03-01,Pay TV,Etisalat,Ruth Hernandez,23470327866180,Something none continue ability.,1
8150,2023-02-16,Pay TV,Etisalat,Fernando Sexton,23470472250015,Who society door.,1
145,2022-09-02,Pay TV,Airtel,Stephen Wilson,23481893562504,Leave imagine place simply would.,1
2503,2023-05-21,Pay TV,Glo,Caroline Johnson,23490766366942,Bit notice throw ground almost both fire.,3
3541,2023-04-11,Telecom,MTN,Christian Johnson,23470399150282,Tax house production scientist.,2
6310,2022-02-10,Telecom,Glo,Denise Moore,23480475738830,Paper claim wear seek.,2
8554,2022-03-20,Telecom,MTN,Kristin Stanley,23470378431986,Want watch exist smile.,5
6729,2023-08-26,Pay TV,Airtel,Edward Olson,23470430461831,Less party once so culture usually strategy whether.,5
3437,2022-11-23,Telecom,Airtel,Cristian Barker,23480715353229,Safe economic be choose bill.,2
420,2022-06-09,Pay TV,Etisalat,Travis Nelson,23470654872295,With if teach it.,4
9962,2021-11-17,Telecom,Glo,Thomas Norton,23490497617736,Affect first growth rate.,5
9629,2022-02-18,Pay TV,Glo,Joshua Smith,23481596165240,Keep course training both spend exactly.,3
7418,2022-03-09,Telecom,Airtel,Steven Mccormick,23480823870960,Debate voice shake require only.,4
2030,2022-01-31,Pay TV,Airtel,Courtney Evans,23470636767550,Religious school attorney Democrat spend.,3
6898,2022-01-27,Pay TV,Glo,Mark Jacobs MD,23490630674901,Police often happen interesting.,2
7280,2023-08-29,Telecom,MTN,Kimberly Murphy,23481400153732,Weight often here beat.,5
5642,2023-05-04,Pay TV,MTN,Taylor Smith,23490328405372,Economy maintain would moment film hair sometimes.,4
428,2023-01-02,Telecom,Etisalat,Peter Waters,23481575364305,Ground stay office operation rise three.,2
3157,2023-05-22,Telecom,Etisalat,Alexis Osborne,23490174170494,Process moment world machine.,5
8552,2022-05-02,Telecom,Etisalat,Jennifer Mccall,23480704415516,Modern expect hit military run soon so real.,2
5001,2023-08-08,Telecom,Etisalat,Richard Wright,23470676041165,Adult late summer phone.,2
2969,2023-03-04,Telecom,Airtel,Kelly Russell,23480257286997,Personal have risk single.,2
3639,2022-09-23,Telecom,Etisalat,Mr. Kevin Wagner,2349057320719,Notice each run truth road market effect.,5
1805,2021-10-01,Telecom,Airtel,Andrew Johnston,23481638825463,In national pull off challenge international go.,3
6029,2022-06-13,Telecom,MTN,Amy Green,23490851589183,Work go road be.,1
7451,2022-11-10,Telecom,MTN,Patricia Nichols,23490785675344,Center short check across.,4
2632,2021-10-04,Telecom,Glo,Jessica Hensley,23480253124959,Black film may of food.,3
5898,2022-04-22,Pay TV,MTN,Jason Walker,23480275249633,Hair our player.,5
2320,2021-10-15,Pay TV,Etisalat,Danielle Pugh DDS,23490553456319,Popular once democratic seek enjoy administration record.,3
3635,2022-05-28,Telecom,Glo,Kevin Herman,23470881954420,Day will skin.,3
569,2021-09-27,Pay TV,Glo,Jessica Lang,23470662199254,Like special suddenly road fight computer.,4
3490,2022-11-16,Telecom,Etisalat,Joseph Braun,23480751824485,From yes usually summer foreign within herself.,2
94,2023-06-20,Pay TV,MTN,Lance Li DDS,23481892500008,Conference issue contain arm.,3
3349,2022-08-27,Pay TV,Glo,Molly Martinez,23490251984369,Training benefit lead and street five.,3
4609,2022-03-12,Telecom,Glo,Laura Thomas,23480743279055,Congress alone share bank.,2
8262,2022-12-15,Telecom,MTN,Anthony Jennings,23470549790279,Bed part director field use brother.,4
3491,2022-07-01,Telecom,Glo,Mr. John Smith MD,23490473447844,Worry very miss create thank level pay take.,1
3596,2022-04-25,Pay TV,MTN,Marc Grant,2349021686289,Nice financial enough national.,3
9879,2021-10-26,Telecom,Airtel,Amy Jackson,23481485449058,Man kitchen focus important American goal world what.,1
4781,2022-01-04,Telecom,Etisalat,Ms. Tamara Guzman,23470506890759,To work world operation enough indicate including.,3
978,2023-07-17,Pay TV,Etisalat,Christopher Johnson,23470463747454,Operation action certainly listen pattern report because.,1
737,2022-01-03,Pay TV,Etisalat,Jacob Holmes,23490777409720,House expect return around treatment good.,2
8864,2021-10-27,Pay TV,Etisalat,Cynthia Powell,23481840345837,Trial onto lead author.,2
5265,2023-06-24,Telecom,MTN,Heather Hicks,23480476825701,Production red pull vote.,4
7088,2022-07-15,Pay TV,MTN,Lori Mcbride,23481268451227,Reach color assume sell painting up.,2
5735,2022-07-31,Pay TV,Etisalat,Janet Campbell,23481851084456,Million list who game can.,2
5722,2022-05-25,Pay TV,Etisalat,Sean Clark,2347016106553,Bank treat family.,3
8127,2023-09-12,Telecom,MTN,Whitney Lee,23481592963859,Research pressure available financial commercial it.,4
608,2023-07-22,Telecom,Etisalat,Julie Fowler,23480808705821,Concern program she.,5
9813,2022-04-21,Pay TV,Glo,Nicholas Thompson,2348194512672,Talk among me see.,2
3525,2023-07-16,Telecom,Glo,Ashley Compton,23470561972783,Prepare pressure condition song because.,2
4106,2022-05-30,Telecom,Airtel,Jeffrey Ewing,23481499210021,Relate specific onto benefit.,4
8531,2023-02-17,Telecom,Glo,Lisa Smith,23481959075364,Particularly imagine themselves nature carry usually.,3
9848,2022-10-19,Pay TV,Etisalat,Jenna Kim,23480224132514,Real building green suddenly little activity.,2
9553,2022-02-26,Telecom,Glo,Emily Adams,23470470182112,Successful middle ball meeting.,5
3158,2022-06-08,Telecom,MTN,Taylor Vincent,2348031750186,Evening leg letter well.,4
776,2022-01-13,Telecom,Airtel,Jared Hall,23480572175207,Major second road group.,2
5011,2022-10-07,Telecom,Airtel,Brett Moore,23470189761572,One pull power inside season make direction score.,1
9023,2023-01-05,Telecom,Glo,Holly Simpson,23470782501999,Enjoy week coach successful job book they.,3
8575,2023-06-14,Pay TV,MTN,Kelly Hernandez,23480491827077,Some kind start.,3
3098,2023-02-28,Telecom,Etisalat,Raven Barrera,23490520021886,Research mission yourself international support be food fill.,5
5291,2022-05-20,Pay TV,Etisalat,Jeffrey Tanner,23480316342003,Class serious production she including type.,1
5155,2023-07-29,Pay TV,Etisalat,Nicole Meyers,23470747562372,Executive beautiful each address watch.,1
2323,2022-08-25,Pay TV,Etisalat,Diana Garcia,23470904111128,Situation hot whole heavy machine.,5
3562,2022-09-11,Telecom,MTN,James Williams Jr.,23470835605487,Condition far heavy fight arrive wide against.,1
6934,2022-10-18,Telecom,MTN,Margaret Good,23490794205221,Travel three production.,1
6031,2023-03-03,Pay TV,Glo,Susan Griffin,23470535044799,Bag kitchen tend poor miss information shoulder we.,2
7498,2022-03-23,Pay TV,Etisalat,Anthony Nelson,23480787168025,Home involve expect majority.,2
6722,2022-10-27,Telecom,Etisalat,Judith Thompson,23470326200987,Whose better charge act whether past teacher green.,2
5994,2023-09-21,Telecom,Airtel,Tonya Suarez,23481385109665,Across if risk parent year speak.,1
4746,2023-04-03,Telecom,MTN,Jared Shields,23470559764325,Different size gas any year.,3
2639,2023-06-05,Telecom,Airtel,Joseph Franco,23481434353543,Control film successful past Mr smile since.,1
3883,2023-06-21,Pay TV,Glo,Tina Thornton,23470770128258,Window history meet wrong manage.,4
4845,2023-04-09,Pay TV,MTN,Lori Fox,23480642864971,Level hold foot.,4
8335,2021-10-28,Telecom,MTN,Isaiah Robbins,23470559031584,Deal news visit know.,5
8029,2022-12-26,Pay TV,Etisalat,Daniel Taylor,2347068335597,Value town strategy avoid last many feel.,5
7718,2022-10-15,Telecom,Etisalat,Tammy Watson,23481262786903,Increase this behind wear inside general.,2
2044,2023-03-25,Telecom,MTN,Megan Lee,23490318037325,Remember class man term place impact.,1
8306,2023-03-16,Telecom,Etisalat,Anthony Lopez,23470378622942,Despite board sense.,4
5014,2023-02-23,Telecom,Etisalat,Karen Brewer,23481223183646,Particularly significant letter.,5
3341,2022-01-20,Telecom,Etisalat,Willie Patel,23490333098311,Develop of along sport pass wide.,3
7561,2023-05-27,Telecom,MTN,Robert Wilson,23470424947467,State vote list guess maintain adult.,2
4382,2022-05-15,Pay TV,Airtel,Brandy Arellano,23490128268979,These growth mention turn test yet maybe.,3
3435,2023-01-21,Pay TV,Airtel,Dylan Hernandez,23480602642340,Chair alone right.,3
6400,2022-08-02,Telecom,MTN,Shannon Dickerson,23470770387276,Ahead culture particular more involve collection way.,5
6263,2022-12-24,Pay TV,Airtel,Joyce Jones,23470434528088,Level from politics concern system attention.,2
7708,2022-10-01,Pay TV,Etisalat,Joseph Gibson,23470365786578,Animal the state similar guy once.,3
9621,2022-12-08,Pay TV,Glo,Cathy Ellis,23470491840506,East politics ability last star edge.,1
5801,2021-10-19,Telecom,Airtel,Melanie Shelton,23470647706675,Trade country yourself measure bag follow.,4
2860,2022-10-30,Telecom,Airtel,Diamond Novak,23480230385097,Hospital simply happen ago analysis strategy.,2
4739,2023-06-20,Pay TV,Glo,Mason Mitchell,23480358200485,Learn son plan must reach rise nation.,5
6093,2022-03-31,Telecom,Etisalat,Jose Harrison,23480682112877,Unit ask would.,1
223,2022-06-09,Pay TV,Glo,Robert Carpenter,23481167781158,But himself however might majority avoid.,4
3659,2022-09-27,Telecom,MTN,Kimberly Campbell,23490588488531,Magazine conference outside.,1
7719,2022-07-12,Pay TV,MTN,Antonio Collins,23481222686432,Raise relate box maybe worker.,1
5850,2022-01-03,Pay TV,Etisalat,Samantha Sullivan,23481471601621,Soon clear away to stuff action help.,1
7038,2022-07-05,Telecom,Airtel,Amy Park,23481763093719,Particularly lay deep data science.,1
3407,2023-02-24,Pay TV,Airtel,Luis Wright,23481285153682,Catch card white Democrat sit.,4
7541,2023-09-15,Telecom,Etisalat,Glen Henry,23480785229680,Her also list.,3
3378,2021-11-20,Telecom,Glo,Stephanie Jones,23470791334517,Avoid option car learn small point.,3
2931,2022-09-01,Telecom,Airtel,Eric Suarez,23470249285382,Add successful human team bill house dinner.,4
339,2022-01-04,Pay TV,MTN,Robert Nguyen,23480487835800,None argue main.,4
9778,2022-03-12,Pay TV,Airtel,Sarah Clements,23470802383932,Health stay create art difference final stay language.,2
3955,2022-01-03,Pay TV,Glo,Vincent Castaneda,23481798501741,Center ball huge hold involve after.,5
4017,2022-12-24,Pay TV,MTN,Lisa Campbell,23480399615183,Arrive scientist sense role possible hear.,2
7397,2022-08-27,Telecom,Airtel,Gerald Little,23480411566330,Minute government day stop learn mean.,1
6290,2023-07-02,Telecom,MTN,Andrew Odonnell,23470592119370,Enough guess tree others.,1
2349,2022-01-29,Pay TV,Etisalat,Margaret Swanson,23480181929247,Item book language work plant focus arm.,2
9368,2022-07-12,Telecom,Airtel,Kayla Thompson,23480772621789,Food cup usually series.,2
8988,2022-08-14,Telecom,MTN,Jacqueline James,23470954140349,Challenge north also majority entire friend.,1
4226,2023-08-04,Pay TV,Glo,Elizabeth Li,23480129662850,Congress fund plant surface end herself reveal.,5
6590,2023-04-01,Pay TV,MTN,Marco Gray,234701562217,Loss oil court wide local glass though.,4
2294,2023-07-06,Telecom,Glo,Shawn Jenkins,23470875013197,Remain page all result care at.,3
1686,2022-03-18,Pay TV,Glo,Katherine Holland,23481605422830,Investment late see employee expect without central more.,1
9391,2022-10-23,Telecom,Glo,Patrick Medina,23470216158564,His third cover least bag prove push third.,4
988,2023-05-26,Pay TV,MTN,Zachary Graham,23490935074976,Could find machine.,2
6537,2022-12-08,Telecom,Etisalat,Tony Perkins,23470352109008,Wind single minute house.,5
8864,2023-04-17,Pay TV,Airtel,Jennifer Neal,23470339843637,Difficult high during south.,4
8041,2022-07-29,Telecom,Airtel,Angela Gentry,23480978528821,Director church stage your.,1
4779,2022-02-01,Pay TV,Airtel,Christine Santiago,23480137287728,Response police receive nothing view training.,4
408,2022-03-17,Pay TV,Etisalat,Linda Pacheco,23490879597936,Draw economic TV actually letter page.,5
9347,2023-02-25,Telecom,Etisalat,Jamie Callahan,23470532862664,Game read after central.,4
164,2022-12-12,Telecom,MTN,Melissa Smith,23480978197400,Six draw money site.,4
1001,2022-10-02,Telecom,Airtel,Christina Johnson,23490321086903,Billion face suddenly however event contain chance.,3
8022,2023-07-10,Telecom,Etisalat,Robert Sloan,23481531114188,Play time describe to door century.,4
2679,2022-12-12,Pay TV,Etisalat,Philip Castaneda,23470998840127,Language life present with collection.,3
5374,2022-11-19,Telecom,Glo,Alexandra Wilson,23480333572551,Fund eight ready officer sport worker.,2
7196,2022-09-12,Pay TV,Airtel,Stephen Baker,23470968422986,Make during show each response partner ever hair.,2
1465,2023-01-28,Pay TV,Airtel,Kevin Johnson,23481884686198,But crime power.,3
793,2022-04-21,Pay TV,Glo,Sean Shelton,23470209341506,Hot together seven American pattern leave can.,5
7301,2023-02-21,Telecom,Glo,Matthew Ellis,23481674679770,Sense sound month tough staff town role.,3
7811,2022-02-09,Pay TV,Glo,Barbara Middleton,23470464201107,Painting free nor laugh black head.,3
8408,2021-10-31,Pay TV,Etisalat,Eric Lewis,23480897048262,Reveal expert Congress dinner.,2
955,2022-07-26,Pay TV,MTN,Natalie Murillo,23470497190103,Way avoid culture contain reflect.,3
7517,2022-07-14,Telecom,Airtel,Nancy Martin,23481764448840,Agency organization rock relationship.,1
5121,2022-10-16,Telecom,Glo,Courtney Snyder,23481567162464,Church control off itself.,4
3856,2023-01-18,Telecom,Etisalat,David Martinez,23470741736801,Out add management their.,5
4495,2022-08-25,Pay TV,Etisalat,Ryan Cole,234804618899,Third all detail personal might impact walk maybe.,5
8472,2023-08-05,Pay TV,Glo,Mrs. Sharon Fowler,23481423794861,Back office team answer federal around work those.,2
5814,2023-06-23,Telecom,Etisalat,Katie Montgomery,23481654085235,Money dream Congress degree indeed.,4
4313,2022-01-31,Pay TV,Etisalat,Jon Roberts Jr.,23480666714917,Social hand long environmental station son less.,3
6142,2021-12-01,Pay TV,Glo,Brittany Burns,23480642275093,Many one across management girl with.,3
2229,2023-02-03,Telecom,MTN,Joseph Jones,23481157717679,Chair cup near right down.,3
6092,2023-02-13,Pay TV,Airtel,Elizabeth Anderson,23470864120084,Can most less each.,3
3322,2022-12-26,Telecom,MTN,Stephanie Green,23480414928648,Or tend could attack able suddenly the.,1
2773,2021-10-28,Pay TV,Glo,Kurt Taylor,23490609501369,Doctor citizen and which should.,3
4534,2022-01-09,Pay TV,Etisalat,Amy Edwards,2349010525178,Security treatment hundred all smile heart.,4
8808,2023-07-02,Pay TV,MTN,Crystal Chen,23470641532322,Wrong else raise design.,2
4620,2022-10-19,Pay TV,Airtel,Blake Lane DDS,23481384292573,Mention behind laugh artist value.,4
5769,2023-01-24,Telecom,Etisalat,Michaela Jarvis,23490885948122,Step what choose.,1
1655,2022-03-25,Pay TV,MTN,Lisa Chung,23481408178714,Church by seat.,3
